index	label	network_label	label_7network	index_17network	label_17network	network_label_17network	atlas_name	network_id
337	LH_Cont_PFCd_1	Cont	7Networks_LH_Cont_PFCd_1	347.0	17Networks_LH_ContB_PFCd_2	ContB	Schaefer2018N1000n7	
338	LH_Cont_PFCl_1	Cont	7Networks_LH_Cont_PFCl_1	353.0	17Networks_LH_ContB_PFClv_2	ContB	Schaefer2018N1000n7	
339	LH_Cont_PFCl_2	Cont	7Networks_LH_Cont_PFCl_2	327.0	17Networks_LH_ContA_PFClv_1	ContA	Schaefer2018N1000n7	
340	LH_Cont_PFCl_3	Cont	7Networks_LH_Cont_PFCl_3	355.0	17Networks_LH_ContB_PFClv_4	ContB	Schaefer2018N1000n7	
341	LH_Cont_PFCl_4	Cont	7Networks_LH_Cont_PFCl_4	328.0	17Networks_LH_ContA_PFClv_2	ContA	Schaefer2018N1000n7	
342	LH_Cont_PFCl_5	Cont	7Networks_LH_Cont_PFCl_5	356.0	17Networks_LH_ContB_PFClv_5	ContB	Schaefer2018N1000n7	
343	LH_Cont_PFCl_6	Cont	7Networks_LH_Cont_PFCl_6	329.0	17Networks_LH_ContA_PFClv_3	ContA	Schaefer2018N1000n7	
344	LH_Cont_PFCl_7	Cont	7Networks_LH_Cont_PFCl_7	267.0	17Networks_LH_SalVentAttnB_Ins_8	SalVentAttnB	Schaefer2018N1000n7	
345	LH_Cont_PFCl_8	Cont	7Networks_LH_Cont_PFCl_8	330.0	17Networks_LH_ContA_PFClv_4	ContA	Schaefer2018N1000n7	
346	LH_Cont_PFCl_9	Cont	7Networks_LH_Cont_PFCl_9	254.0	17Networks_LH_SalVentAttnB_PFCl_1	SalVentAttnB	Schaefer2018N1000n7	
347	LH_Cont_PFCl_10	Cont	7Networks_LH_Cont_PFCl_10	318.0	17Networks_LH_ContA_PFCl_1	ContA	Schaefer2018N1000n7	
348	LH_Cont_PFCl_11	Cont	7Networks_LH_Cont_PFCl_11	319.0	17Networks_LH_ContA_PFCl_2	ContA	Schaefer2018N1000n7	
349	LH_Cont_PFCl_12	Cont	7Networks_LH_Cont_PFCl_12	255.0	17Networks_LH_SalVentAttnB_PFCl_2	SalVentAttnB	Schaefer2018N1000n7	
350	LH_Cont_PFCl_13	Cont	7Networks_LH_Cont_PFCl_13	331.0	17Networks_LH_ContA_PFClv_5	ContA	Schaefer2018N1000n7	
351	LH_Cont_PFCl_14	Cont	7Networks_LH_Cont_PFCl_14	321.0	17Networks_LH_ContA_PFCl_4	ContA	Schaefer2018N1000n7	
352	LH_Cont_PFCl_15	Cont	7Networks_LH_Cont_PFCl_15	322.0	17Networks_LH_ContA_PFCl_5	ContA	Schaefer2018N1000n7	
353	LH_Cont_PFCl_16	Cont	7Networks_LH_Cont_PFCl_16	323.0	17Networks_LH_ContA_PFCl_6	ContA	Schaefer2018N1000n7	
354	LH_Cont_PFCl_17	Cont	7Networks_LH_Cont_PFCl_17	349.0	17Networks_LH_ContB_PFCl_1	ContB	Schaefer2018N1000n7	
355	LH_Cont_PFCl_18	Cont	7Networks_LH_Cont_PFCl_18	325.0	17Networks_LH_ContA_PFCl_8	ContA	Schaefer2018N1000n7	
356	LH_Cont_PFCl_19	Cont	7Networks_LH_Cont_PFCl_19	258.0	17Networks_LH_SalVentAttnB_PFCl_5	SalVentAttnB	Schaefer2018N1000n7	
357	LH_Cont_PFCl_20	Cont	7Networks_LH_Cont_PFCl_20	326.0	17Networks_LH_ContA_PFCl_9	ContA	Schaefer2018N1000n7	
358	LH_Cont_OFC_1	Cont	7Networks_LH_Cont_OFC_1	268.0	17Networks_LH_SalVentAttnB_OFC_1	SalVentAttnB	Schaefer2018N1000n7	
359	LH_Cont_PFCv_1	Cont	7Networks_LH_Cont_PFCv_1	261.0	17Networks_LH_SalVentAttnB_Ins_2	SalVentAttnB	Schaefer2018N1000n7	
360	LH_Cont_PFCv_2	Cont	7Networks_LH_Cont_PFCv_2	262.0	17Networks_LH_SalVentAttnB_Ins_3	SalVentAttnB	Schaefer2018N1000n7	
361	LH_Cont_pCun_1	Cont	7Networks_LH_Cont_pCun_1	360.0	17Networks_LH_ContC_pCun_2	ContC	Schaefer2018N1000n7	
362	LH_Cont_pCun_2	Cont	7Networks_LH_Cont_pCun_2	361.0	17Networks_LH_ContC_pCun_3	ContC	Schaefer2018N1000n7	
363	LH_Cont_pCun_3	Cont	7Networks_LH_Cont_pCun_3	365.0	17Networks_LH_ContC_pCun_7	ContC	Schaefer2018N1000n7	
364	LH_Cont_pCun_4	Cont	7Networks_LH_Cont_pCun_4	369.0	17Networks_LH_ContC_pCun_11	ContC	Schaefer2018N1000n7	
365	LH_Cont_Cing_1	Cont	7Networks_LH_Cont_Cing_1	269.0	17Networks_LH_SalVentAttnB_PFCmp_1	SalVentAttnB	Schaefer2018N1000n7	
366	LH_Cont_Cing_2	Cont	7Networks_LH_Cont_Cing_2	373.0	17Networks_LH_ContC_Cingp_2	ContC	Schaefer2018N1000n7	
367	LH_Cont_Cing_3	Cont	7Networks_LH_Cont_Cing_3	374.0	17Networks_LH_ContC_Cingp_3	ContC	Schaefer2018N1000n7	
368	LH_Cont_Cing_4	Cont	7Networks_LH_Cont_Cing_4	332.0	17Networks_LH_ContA_Cingm_1	ContA	Schaefer2018N1000n7	
369	LH_Cont_Cing_5	Cont	7Networks_LH_Cont_Cing_5	375.0	17Networks_LH_ContC_Cingp_4	ContC	Schaefer2018N1000n7	
370	LH_Cont_Cing_6	Cont	7Networks_LH_Cont_Cing_6	333.0	17Networks_LH_ContA_Cingm_2	ContA	Schaefer2018N1000n7	
371	LH_Cont_Cing_7	Cont	7Networks_LH_Cont_Cing_7	376.0	17Networks_LH_ContC_Cingp_5	ContC	Schaefer2018N1000n7	
372	LH_Cont_Cing_8	Cont	7Networks_LH_Cont_Cing_8	377.0	17Networks_LH_ContC_Cingp_6	ContC	Schaefer2018N1000n7	
373	LH_Cont_PFCmp_1	Cont	7Networks_LH_Cont_PFCmp_1	358.0	17Networks_LH_ContB_PFCmp_2	ContB	Schaefer2018N1000n7	
374	LH_Cont_PFCmp_2	Cont	7Networks_LH_Cont_PFCmp_2	272.0	17Networks_LH_SalVentAttnB_PFCmp_4	SalVentAttnB	Schaefer2018N1000n7	
375	LH_Default_Par_1	Default	7Networks_LH_Default_Par_1	436.0	17Networks_LH_DefaultB_IPL_1	DefaultB	Schaefer2018N1000n7	
376	LH_Default_Par_2	Default	7Networks_LH_Default_Par_2	437.0	17Networks_LH_DefaultB_IPL_2	DefaultB	Schaefer2018N1000n7	
377	LH_Default_Par_3	Default	7Networks_LH_Default_Par_3	499.0	17Networks_LH_TempPar_15	TempPar	Schaefer2018N1000n7	
378	LH_Default_Par_4	Default	7Networks_LH_Default_Par_4	378.0	17Networks_LH_DefaultA_IPL_1	DefaultA	Schaefer2018N1000n7	
379	LH_Default_Par_5	Default	7Networks_LH_Default_Par_5	438.0	17Networks_LH_DefaultB_IPL_3	DefaultB	Schaefer2018N1000n7	
380	LH_Default_Par_6	Default	7Networks_LH_Default_Par_6	439.0	17Networks_LH_DefaultB_IPL_4	DefaultB	Schaefer2018N1000n7	
381	LH_Default_Par_7	Default	7Networks_LH_Default_Par_7	440.0	17Networks_LH_DefaultB_IPL_5	DefaultB	Schaefer2018N1000n7	
382	LH_Default_Par_8	Default	7Networks_LH_Default_Par_8	379.0	17Networks_LH_DefaultA_IPL_2	DefaultA	Schaefer2018N1000n7	
383	LH_Default_Par_9	Default	7Networks_LH_Default_Par_9	380.0	17Networks_LH_DefaultA_IPL_3	DefaultA	Schaefer2018N1000n7	
384	LH_Default_Par_10	Default	7Networks_LH_Default_Par_10	441.0	17Networks_LH_DefaultB_IPL_6	DefaultB	Schaefer2018N1000n7	
385	LH_Default_Par_11	Default	7Networks_LH_Default_Par_11	442.0	17Networks_LH_DefaultB_IPL_7	DefaultB	Schaefer2018N1000n7	
386	LH_Default_Par_12	Default	7Networks_LH_Default_Par_12	381.0	17Networks_LH_DefaultA_IPL_4	DefaultA	Schaefer2018N1000n7	
387	LH_Default_Par_13	Default	7Networks_LH_Default_Par_13	443.0	17Networks_LH_DefaultB_IPL_8	DefaultB	Schaefer2018N1000n7	
388	LH_Default_Par_14	Default	7Networks_LH_Default_Par_14	382.0	17Networks_LH_DefaultA_IPL_5	DefaultA	Schaefer2018N1000n7	
389	LH_Default_Par_15	Default	7Networks_LH_Default_Par_15	383.0	17Networks_LH_DefaultA_IPL_6	DefaultA	Schaefer2018N1000n7	
390	LH_Default_Par_16	Default	7Networks_LH_Default_Par_16	444.0	17Networks_LH_DefaultB_IPL_9	DefaultB	Schaefer2018N1000n7	
391	LH_Default_Par_17	Default	7Networks_LH_Default_Par_17	384.0	17Networks_LH_DefaultA_IPL_7	DefaultA	Schaefer2018N1000n7	
392	LH_Default_Par_18	Default	7Networks_LH_Default_Par_18	338.0	17Networks_LH_ContB_IPL_1	ContB	Schaefer2018N1000n7	
393	LH_Default_Par_19	Default	7Networks_LH_Default_Par_19	340.0	17Networks_LH_ContB_IPL_3	ContB	Schaefer2018N1000n7	
394	LH_Default_Temp_1	Default	7Networks_LH_Default_Temp_1	423.0	17Networks_LH_DefaultB_Temp_1	DefaultB	Schaefer2018N1000n7	
395	LH_Default_Temp_2	Default	7Networks_LH_Default_Temp_2	424.0	17Networks_LH_DefaultB_Temp_2	DefaultB	Schaefer2018N1000n7	
396	LH_Default_Temp_3	Default	7Networks_LH_Default_Temp_3	425.0	17Networks_LH_DefaultB_Temp_3	DefaultB	Schaefer2018N1000n7	
397	LH_Default_Temp_4	Default	7Networks_LH_Default_Temp_4	426.0	17Networks_LH_DefaultB_Temp_4	DefaultB	Schaefer2018N1000n7	
398	LH_Default_Temp_5	Default	7Networks_LH_Default_Temp_5	427.0	17Networks_LH_DefaultB_Temp_5	DefaultB	Schaefer2018N1000n7	
399	LH_Default_Temp_6	Default	7Networks_LH_Default_Temp_6	428.0	17Networks_LH_DefaultB_Temp_6	DefaultB	Schaefer2018N1000n7	
400	LH_Default_Temp_7	Default	7Networks_LH_Default_Temp_7	485.0	17Networks_LH_TempPar_1	TempPar	Schaefer2018N1000n7	
401	LH_Default_Temp_8	Default	7Networks_LH_Default_Temp_8	335.0	17Networks_LH_ContB_Temp_2	ContB	Schaefer2018N1000n7	
402	LH_Default_Temp_9	Default	7Networks_LH_Default_Temp_9	429.0	17Networks_LH_DefaultB_Temp_7	DefaultB	Schaefer2018N1000n7	
403	LH_Default_Temp_10	Default	7Networks_LH_Default_Temp_10	430.0	17Networks_LH_DefaultB_Temp_8	DefaultB	Schaefer2018N1000n7	
404	LH_Default_Temp_11	Default	7Networks_LH_Default_Temp_11	486.0	17Networks_LH_TempPar_2	TempPar	Schaefer2018N1000n7	
405	LH_Default_Temp_12	Default	7Networks_LH_Default_Temp_12	431.0	17Networks_LH_DefaultB_Temp_9	DefaultB	Schaefer2018N1000n7	
406	LH_Default_Temp_13	Default	7Networks_LH_Default_Temp_13	432.0	17Networks_LH_DefaultB_Temp_10	DefaultB	Schaefer2018N1000n7	
407	LH_Default_Temp_14	Default	7Networks_LH_Default_Temp_14	433.0	17Networks_LH_DefaultB_Temp_11	DefaultB	Schaefer2018N1000n7	
408	LH_Default_Temp_15	Default	7Networks_LH_Default_Temp_15	487.0	17Networks_LH_TempPar_3	TempPar	Schaefer2018N1000n7	
409	LH_Default_Temp_16	Default	7Networks_LH_Default_Temp_16	434.0	17Networks_LH_DefaultB_Temp_12	DefaultB	Schaefer2018N1000n7	
410	LH_Default_Temp_17	Default	7Networks_LH_Default_Temp_17	435.0	17Networks_LH_DefaultB_Temp_13	DefaultB	Schaefer2018N1000n7	
411	LH_Default_Temp_18	Default	7Networks_LH_Default_Temp_18	488.0	17Networks_LH_TempPar_4	TempPar	Schaefer2018N1000n7	
412	LH_Default_Temp_19	Default	7Networks_LH_Default_Temp_19	489.0	17Networks_LH_TempPar_5	TempPar	Schaefer2018N1000n7	
413	LH_Default_Temp_20	Default	7Networks_LH_Default_Temp_20	490.0	17Networks_LH_TempPar_6	TempPar	Schaefer2018N1000n7	
414	LH_Default_Temp_21	Default	7Networks_LH_Default_Temp_21	491.0	17Networks_LH_TempPar_7	TempPar	Schaefer2018N1000n7	
415	LH_Default_Temp_22	Default	7Networks_LH_Default_Temp_22	493.0	17Networks_LH_TempPar_9	TempPar	Schaefer2018N1000n7	
416	LH_Default_PFC_1	Default	7Networks_LH_Default_PFC_1	459.0	17Networks_LH_DefaultB_PFCv_1	DefaultB	Schaefer2018N1000n7	
417	LH_Default_PFC_2	Default	7Networks_LH_Default_PFC_2	260.0	17Networks_LH_SalVentAttnB_Ins_1	SalVentAttnB	Schaefer2018N1000n7	
418	LH_Default_PFC_3	Default	7Networks_LH_Default_PFC_3	460.0	17Networks_LH_DefaultB_PFCv_2	DefaultB	Schaefer2018N1000n7	
419	LH_Default_PFC_4	Default	7Networks_LH_Default_PFC_4	461.0	17Networks_LH_DefaultB_PFCv_3	DefaultB	Schaefer2018N1000n7	
420	LH_Default_PFC_5	Default	7Networks_LH_Default_PFC_5	286.0	17Networks_LH_LimbicB_OFC_14	LimbicB	Schaefer2018N1000n7	
421	LH_Default_PFC_6	Default	7Networks_LH_Default_PFC_6	352.0	17Networks_LH_ContB_PFClv_1	ContB	Schaefer2018N1000n7	
422	LH_Default_PFC_7	Default	7Networks_LH_Default_PFC_7	411.0	17Networks_LH_DefaultA_PFCm_1	DefaultA	Schaefer2018N1000n7	
423	LH_Default_PFC_8	Default	7Networks_LH_Default_PFC_8	462.0	17Networks_LH_DefaultB_PFCv_4	DefaultB	Schaefer2018N1000n7	
424	LH_Default_PFC_9	Default	7Networks_LH_Default_PFC_9	412.0	17Networks_LH_DefaultA_PFCm_2	DefaultA	Schaefer2018N1000n7	
425	LH_Default_PFC_10	Default	7Networks_LH_Default_PFC_10	413.0	17Networks_LH_DefaultA_PFCm_3	DefaultA	Schaefer2018N1000n7	
426	LH_Default_PFC_11	Default	7Networks_LH_Default_PFC_11	463.0	17Networks_LH_DefaultB_PFCv_5	DefaultB	Schaefer2018N1000n7	
427	LH_Default_PFC_12	Default	7Networks_LH_Default_PFC_12	288.0	17Networks_LH_LimbicB_OFC_16	LimbicB	Schaefer2018N1000n7	
428	LH_Default_PFC_13	Default	7Networks_LH_Default_PFC_13	414.0	17Networks_LH_DefaultA_PFCm_4	DefaultA	Schaefer2018N1000n7	
429	LH_Default_PFC_14	Default	7Networks_LH_Default_PFC_14	354.0	17Networks_LH_ContB_PFClv_3	ContB	Schaefer2018N1000n7	
430	LH_Default_PFC_15	Default	7Networks_LH_Default_PFC_15	464.0	17Networks_LH_DefaultB_PFCv_6	DefaultB	Schaefer2018N1000n7	
431	LH_Default_PFC_16	Default	7Networks_LH_Default_PFC_16	415.0	17Networks_LH_DefaultA_PFCm_5	DefaultA	Schaefer2018N1000n7	
432	LH_Default_PFC_17	Default	7Networks_LH_Default_PFC_17	465.0	17Networks_LH_DefaultB_PFCv_7	DefaultB	Schaefer2018N1000n7	
433	LH_Default_PFC_18	Default	7Networks_LH_Default_PFC_18	466.0	17Networks_LH_DefaultB_PFCv_8	DefaultB	Schaefer2018N1000n7	
434	LH_Default_PFC_19	Default	7Networks_LH_Default_PFC_19	416.0	17Networks_LH_DefaultA_PFCm_6	DefaultA	Schaefer2018N1000n7	
435	LH_Default_PFC_20	Default	7Networks_LH_Default_PFC_20	417.0	17Networks_LH_DefaultA_PFCm_7	DefaultA	Schaefer2018N1000n7	
436	LH_Default_PFC_21	Default	7Networks_LH_Default_PFC_21	467.0	17Networks_LH_DefaultB_PFCv_9	DefaultB	Schaefer2018N1000n7	
437	LH_Default_PFC_22	Default	7Networks_LH_Default_PFC_22	418.0	17Networks_LH_DefaultA_PFCm_8	DefaultA	Schaefer2018N1000n7	
438	LH_Default_PFC_23	Default	7Networks_LH_Default_PFC_23	419.0	17Networks_LH_DefaultA_PFCm_9	DefaultA	Schaefer2018N1000n7	
439	LH_Default_PFC_24	Default	7Networks_LH_Default_PFC_24	420.0	17Networks_LH_DefaultA_PFCm_10	DefaultA	Schaefer2018N1000n7	
440	LH_Default_PFC_25	Default	7Networks_LH_Default_PFC_25	421.0	17Networks_LH_DefaultA_PFCm_11	DefaultA	Schaefer2018N1000n7	
441	LH_Default_PFC_26	Default	7Networks_LH_Default_PFC_26	445.0	17Networks_LH_DefaultB_PFCd_1	DefaultB	Schaefer2018N1000n7	
442	LH_Default_PFC_27	Default	7Networks_LH_Default_PFC_27	446.0	17Networks_LH_DefaultB_PFCd_2	DefaultB	Schaefer2018N1000n7	
443	LH_Default_PFC_28	Default	7Networks_LH_Default_PFC_28	422.0	17Networks_LH_DefaultA_PFCm_12	DefaultA	Schaefer2018N1000n7	
444	LH_Default_PFC_29	Default	7Networks_LH_Default_PFC_29	447.0	17Networks_LH_DefaultB_PFCd_3	DefaultB	Schaefer2018N1000n7	
445	LH_Default_PFC_30	Default	7Networks_LH_Default_PFC_30	448.0	17Networks_LH_DefaultB_PFCd_4	DefaultB	Schaefer2018N1000n7	
446	LH_Default_PFC_31	Default	7Networks_LH_Default_PFC_31	257.0	17Networks_LH_SalVentAttnB_PFCl_4	SalVentAttnB	Schaefer2018N1000n7	
447	LH_Default_PFC_32	Default	7Networks_LH_Default_PFC_32	357.0	17Networks_LH_ContB_PFCmp_1	ContB	Schaefer2018N1000n7	
448	LH_Default_PFC_33	Default	7Networks_LH_Default_PFC_33	449.0	17Networks_LH_DefaultB_PFCd_5	DefaultB	Schaefer2018N1000n7	
449	LH_Default_PFC_34	Default	7Networks_LH_Default_PFC_34	450.0	17Networks_LH_DefaultB_PFCd_6	DefaultB	Schaefer2018N1000n7	
450	LH_Default_PFC_35	Default	7Networks_LH_Default_PFC_35	385.0	17Networks_LH_DefaultA_PFCd_1	DefaultA	Schaefer2018N1000n7	
451	LH_Default_PFC_36	Default	7Networks_LH_Default_PFC_36	350.0	17Networks_LH_ContB_PFCl_2	ContB	Schaefer2018N1000n7	
452	LH_Default_PFC_37	Default	7Networks_LH_Default_PFC_37	351.0	17Networks_LH_ContB_PFCl_3	ContB	Schaefer2018N1000n7	
453	LH_Default_PFC_38	Default	7Networks_LH_Default_PFC_38	386.0	17Networks_LH_DefaultA_PFCd_2	DefaultA	Schaefer2018N1000n7	
454	LH_Default_PFC_39	Default	7Networks_LH_Default_PFC_39	451.0	17Networks_LH_DefaultB_PFCd_7	DefaultB	Schaefer2018N1000n7	
455	LH_Default_PFC_40	Default	7Networks_LH_Default_PFC_40	452.0	17Networks_LH_DefaultB_PFCd_8	DefaultB	Schaefer2018N1000n7	
456	LH_Default_PFC_41	Default	7Networks_LH_Default_PFC_41	387.0	17Networks_LH_DefaultA_PFCd_3	DefaultA	Schaefer2018N1000n7	
457	LH_Default_PFC_42	Default	7Networks_LH_Default_PFC_42	457.0	17Networks_LH_DefaultB_PFCl_1	DefaultB	Schaefer2018N1000n7	
458	LH_Default_PFC_43	Default	7Networks_LH_Default_PFC_43	458.0	17Networks_LH_DefaultB_PFCl_2	DefaultB	Schaefer2018N1000n7	
459	LH_Default_PFC_44	Default	7Networks_LH_Default_PFC_44	346.0	17Networks_LH_ContB_PFCd_1	ContB	Schaefer2018N1000n7	
460	LH_Default_PFC_45	Default	7Networks_LH_Default_PFC_45	388.0	17Networks_LH_DefaultA_PFCd_4	DefaultA	Schaefer2018N1000n7	
461	LH_Default_PFC_46	Default	7Networks_LH_Default_PFC_46	453.0	17Networks_LH_DefaultB_PFCd_9	DefaultB	Schaefer2018N1000n7	
462	LH_Default_PFC_47	Default	7Networks_LH_Default_PFC_47	454.0	17Networks_LH_DefaultB_PFCd_10	DefaultB	Schaefer2018N1000n7	
463	LH_Default_PFC_48	Default	7Networks_LH_Default_PFC_48	348.0	17Networks_LH_ContB_PFCd_3	ContB	Schaefer2018N1000n7	
464	LH_Default_PFC_49	Default	7Networks_LH_Default_PFC_49	455.0	17Networks_LH_DefaultB_PFCd_11	DefaultB	Schaefer2018N1000n7	
465	LH_Default_PFC_50	Default	7Networks_LH_Default_PFC_50	456.0	17Networks_LH_DefaultB_PFCd_12	DefaultB	Schaefer2018N1000n7	
466	LH_Default_pCunPCC_1	Default	7Networks_LH_Default_pCunPCC_1	473.0	17Networks_LH_DefaultC_Rsp_3	DefaultC	Schaefer2018N1000n7	
467	LH_Default_pCunPCC_2	Default	7Networks_LH_Default_pCunPCC_2	475.0	17Networks_LH_DefaultC_Rsp_5	DefaultC	Schaefer2018N1000n7	
468	LH_Default_pCunPCC_3	Default	7Networks_LH_Default_pCunPCC_3	389.0	17Networks_LH_DefaultA_pCunPCC_1	DefaultA	Schaefer2018N1000n7	
469	LH_Default_pCunPCC_4	Default	7Networks_LH_Default_pCunPCC_4	477.0	17Networks_LH_DefaultC_Rsp_7	DefaultC	Schaefer2018N1000n7	
470	LH_Default_pCunPCC_5	Default	7Networks_LH_Default_pCunPCC_5	390.0	17Networks_LH_DefaultA_pCunPCC_2	DefaultA	Schaefer2018N1000n7	
471	LH_Default_pCunPCC_6	Default	7Networks_LH_Default_pCunPCC_6	372.0	17Networks_LH_ContC_Cingp_1	ContC	Schaefer2018N1000n7	
472	LH_Default_pCunPCC_7	Default	7Networks_LH_Default_pCunPCC_7	478.0	17Networks_LH_DefaultC_Rsp_8	DefaultC	Schaefer2018N1000n7	
473	LH_Default_pCunPCC_8	Default	7Networks_LH_Default_pCunPCC_8	391.0	17Networks_LH_DefaultA_pCunPCC_3	DefaultA	Schaefer2018N1000n7	
474	LH_Default_pCunPCC_9	Default	7Networks_LH_Default_pCunPCC_9	359.0	17Networks_LH_ContC_pCun_1	ContC	Schaefer2018N1000n7	
475	LH_Default_pCunPCC_10	Default	7Networks_LH_Default_pCunPCC_10	392.0	17Networks_LH_DefaultA_pCunPCC_4	DefaultA	Schaefer2018N1000n7	
476	LH_Default_pCunPCC_11	Default	7Networks_LH_Default_pCunPCC_11	393.0	17Networks_LH_DefaultA_pCunPCC_5	DefaultA	Schaefer2018N1000n7	
477	LH_Default_pCunPCC_12	Default	7Networks_LH_Default_pCunPCC_12	394.0	17Networks_LH_DefaultA_pCunPCC_6	DefaultA	Schaefer2018N1000n7	
478	LH_Default_pCunPCC_13	Default	7Networks_LH_Default_pCunPCC_13	395.0	17Networks_LH_DefaultA_pCunPCC_7	DefaultA	Schaefer2018N1000n7	
479	LH_Default_pCunPCC_14	Default	7Networks_LH_Default_pCunPCC_14	396.0	17Networks_LH_DefaultA_pCunPCC_8	DefaultA	Schaefer2018N1000n7	
480	LH_Default_pCunPCC_15	Default	7Networks_LH_Default_pCunPCC_15	397.0	17Networks_LH_DefaultA_pCunPCC_9	DefaultA	Schaefer2018N1000n7	
481	LH_Default_pCunPCC_16	Default	7Networks_LH_Default_pCunPCC_16	398.0	17Networks_LH_DefaultA_pCunPCC_10	DefaultA	Schaefer2018N1000n7	
482	LH_Default_pCunPCC_17	Default	7Networks_LH_Default_pCunPCC_17	399.0	17Networks_LH_DefaultA_pCunPCC_11	DefaultA	Schaefer2018N1000n7	
483	LH_Default_pCunPCC_18	Default	7Networks_LH_Default_pCunPCC_18	400.0	17Networks_LH_DefaultA_pCunPCC_12	DefaultA	Schaefer2018N1000n7	
484	LH_Default_pCunPCC_19	Default	7Networks_LH_Default_pCunPCC_19	401.0	17Networks_LH_DefaultA_pCunPCC_13	DefaultA	Schaefer2018N1000n7	
485	LH_Default_pCunPCC_20	Default	7Networks_LH_Default_pCunPCC_20	402.0	17Networks_LH_DefaultA_pCunPCC_14	DefaultA	Schaefer2018N1000n7	
486	LH_Default_pCunPCC_21	Default	7Networks_LH_Default_pCunPCC_21	403.0	17Networks_LH_DefaultA_pCunPCC_15	DefaultA	Schaefer2018N1000n7	
487	LH_Default_pCunPCC_22	Default	7Networks_LH_Default_pCunPCC_22	404.0	17Networks_LH_DefaultA_pCunPCC_16	DefaultA	Schaefer2018N1000n7	
488	LH_Default_pCunPCC_23	Default	7Networks_LH_Default_pCunPCC_23	405.0	17Networks_LH_DefaultA_pCunPCC_17	DefaultA	Schaefer2018N1000n7	
489	LH_Default_pCunPCC_24	Default	7Networks_LH_Default_pCunPCC_24	406.0	17Networks_LH_DefaultA_pCunPCC_18	DefaultA	Schaefer2018N1000n7	
490	LH_Default_pCunPCC_25	Default	7Networks_LH_Default_pCunPCC_25	362.0	17Networks_LH_ContC_pCun_4	ContC	Schaefer2018N1000n7	
491	LH_Default_pCunPCC_26	Default	7Networks_LH_Default_pCunPCC_26	407.0	17Networks_LH_DefaultA_pCunPCC_19	DefaultA	Schaefer2018N1000n7	
492	LH_Default_pCunPCC_27	Default	7Networks_LH_Default_pCunPCC_27	364.0	17Networks_LH_ContC_pCun_6	ContC	Schaefer2018N1000n7	
493	LH_Default_pCunPCC_28	Default	7Networks_LH_Default_pCunPCC_28	408.0	17Networks_LH_DefaultA_pCunPCC_20	DefaultA	Schaefer2018N1000n7	
494	LH_Default_pCunPCC_29	Default	7Networks_LH_Default_pCunPCC_29	409.0	17Networks_LH_DefaultA_pCunPCC_21	DefaultA	Schaefer2018N1000n7	
495	LH_Default_pCunPCC_30	Default	7Networks_LH_Default_pCunPCC_30	366.0	17Networks_LH_ContC_pCun_8	ContC	Schaefer2018N1000n7	
496	LH_Default_pCunPCC_31	Default	7Networks_LH_Default_pCunPCC_31	410.0	17Networks_LH_DefaultA_pCunPCC_22	DefaultA	Schaefer2018N1000n7	
497	LH_Default_pCunPCC_32	Default	7Networks_LH_Default_pCunPCC_32	368.0	17Networks_LH_ContC_pCun_10	ContC	Schaefer2018N1000n7	
498	LH_Default_PHC_1	Default	7Networks_LH_Default_PHC_1	480.0	17Networks_LH_DefaultC_PHC_2	DefaultC	Schaefer2018N1000n7	
499	LH_Default_PHC_2	Default	7Networks_LH_Default_PHC_2	481.0	17Networks_LH_DefaultC_PHC_3	DefaultC	Schaefer2018N1000n7	
500	LH_Default_PHC_3	Default	7Networks_LH_Default_PHC_3	483.0	17Networks_LH_DefaultC_PHC_5	DefaultC	Schaefer2018N1000n7	
501	RH_Vis_1	Vis	7Networks_RH_Vis_1	660.0	17Networks_RH_DorsAttnA_TempOcc_2	DorsAttnA	Schaefer2018N1000n7	
502	RH_Vis_2	Vis	7Networks_RH_Vis_2	505.0	17Networks_RH_VisCent_ExStr_1	VisCent	Schaefer2018N1000n7	
503	RH_Vis_3	Vis	7Networks_RH_Vis_3	977.0	17Networks_RH_DefaultC_PHC_3	DefaultC	Schaefer2018N1000n7	
504	RH_Vis_4	Vis	7Networks_RH_Vis_4	506.0	17Networks_RH_VisCent_ExStr_2	VisCent	Schaefer2018N1000n7	
505	RH_Vis_5	Vis	7Networks_RH_Vis_5	507.0	17Networks_RH_VisCent_ExStr_3	VisCent	Schaefer2018N1000n7	
506	RH_Vis_6	Vis	7Networks_RH_Vis_6	508.0	17Networks_RH_VisCent_ExStr_4	VisCent	Schaefer2018N1000n7	
507	RH_Vis_7	Vis	7Networks_RH_Vis_7	546.0	17Networks_RH_VisPeri_ExStrInf_1	VisPeri	Schaefer2018N1000n7	
508	RH_Vis_8	Vis	7Networks_RH_Vis_8	509.0	17Networks_RH_VisCent_ExStr_5	VisCent	Schaefer2018N1000n7	
509	RH_Vis_9	Vis	7Networks_RH_Vis_9	510.0	17Networks_RH_VisCent_ExStr_6	VisCent	Schaefer2018N1000n7	
510	RH_Vis_10	Vis	7Networks_RH_Vis_10	978.0	17Networks_RH_DefaultC_PHC_4	DefaultC	Schaefer2018N1000n7	
511	RH_Vis_11	Vis	7Networks_RH_Vis_11	511.0	17Networks_RH_VisCent_ExStr_7	VisCent	Schaefer2018N1000n7	
